image_id,true_label,predicted_label,confidence,second_label,second_probability,quality_status,suspected_label_issue,reviewed_by,notes
val_0056_2d0c26b8,broken,broken,0.520542,spotted,0.314068,ok,pending_human_review,,low_confidence
val_0057_dd1eddfb,broken,broken,0.4754,spotted,0.438885,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0058_ed8272eb,broken,broken,0.592885,spotted,0.330628,ok,pending_human_review,,low_confidence
val_0060_6a7697fd,broken,spotted,0.745087,skin_damaged,0.102802,ok,pending_human_review,,true_broken_predicted_other
val_0061_c2ecc9d6,broken,skin_damaged,0.759204,broken,0.138136,ok,pending_human_review,,true_broken_predicted_other
val_0062_50367c2b,broken,skin_damaged,0.349125,broken,0.302918,ok,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0063_832c4403,broken,skin_damaged,0.423409,broken,0.367682,ok,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0064_84aa2a33,broken,spotted,0.48708,skin_damaged,0.259453,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0065_93e5456f,broken,skin_damaged,0.573991,broken,0.151291,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0067_ab37b71b,broken,broken,0.480597,spotted,0.294186,ok,pending_human_review,,low_confidence
val_0069_1098c3d6,broken,spotted,0.692176,immature,0.125997,ok,pending_human_review,,true_broken_predicted_other
val_0070_3b7560d5,broken,spotted,0.783856,broken,0.172976,ok,pending_human_review,,true_broken_predicted_other
val_0071_5b33610f,broken,spotted,0.423868,skin_damaged,0.242202,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0072_848ae260,broken,spotted,0.460734,skin_damaged,0.299026,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0073_aa92db62,broken,skin_damaged,0.488132,broken,0.408571,ok,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0074_60771da6,broken,skin_damaged,0.521428,spotted,0.231604,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0075_ccc39276,broken,skin_damaged,0.457459,broken,0.317909,ok,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0076_ca0ff49a,broken,broken,0.432237,skin_damaged,0.201055,ok,pending_human_review,,low_confidence
val_0077_03989807,broken,broken,0.574913,spotted,0.27481,ok,pending_human_review,,low_confidence
val_0078_8ae168db,broken,broken,0.549597,immature,0.267008,ok,pending_human_review,,low_confidence
val_0080_92e4bdf5,broken,broken,0.54831,skin_damaged,0.303509,ok,pending_human_review,,low_confidence
val_0081_e0467ca1,broken,broken,0.398255,skin_damaged,0.260297,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0082_36044e48,broken,broken,0.423346,spotted,0.269904,ok,pending_human_review,,low_confidence
val_0083_9e983cbf,broken,broken,0.478814,skin_damaged,0.212068,ok,pending_human_review,,low_confidence
val_0084_12831a56,broken,spotted,0.61399,broken,0.374623,warning:multiple_candidate_components,pending_human_review,,true_broken_predicted_other
val_0085_1acedaf7,broken,immature,0.373912,spotted,0.348689,ok,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0086_c8162a7b,broken,broken,0.455886,skin_damaged,0.314825,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0087_bd8f2213,broken,skin_damaged,0.473838,spotted,0.274789,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0088_706ebd37,broken,broken,0.392848,skin_damaged,0.29777,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0089_0e49ad94,broken,skin_damaged,0.441975,broken,0.264316,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0090_90e16708,broken,skin_damaged,0.66293,spotted,0.195681,ok,pending_human_review,,true_broken_predicted_other
val_0091_41d37c86,broken,spotted,0.706424,broken,0.239447,ok,pending_human_review,,true_broken_predicted_other
val_0092_897f8615,broken,broken,0.490032,spotted,0.404723,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0093_7fa37cb1,broken,broken,0.498265,skin_damaged,0.18051,ok,pending_human_review,,low_confidence
val_0094_c9874f8f,broken,broken,0.553494,skin_damaged,0.232269,ok,pending_human_review,,low_confidence
val_0096_044b844b,broken,spotted,0.501628,broken,0.468852,warning:multiple_candidate_components,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0097_2d8cecfc,broken,broken,0.513772,skin_damaged,0.27357,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0098_679ee006,broken,spotted,0.565276,immature,0.226174,ok,pending_human_review,,true_broken_predicted_other;low_confidence
val_0100_efc949ff,broken,spotted,0.331941,broken,0.31302,ok,pending_human_review,,true_broken_predicted_other;low_confidence;low_top1_top2_margin
val_0102_8a52a660,immature,skin_damaged,0.38124,immature,0.282169,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0105_f61faaf1,immature,spotted,0.408129,immature,0.304745,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0106_5a0c43f7,immature,skin_damaged,0.428578,immature,0.30785,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0109_b2527c1b,immature,spotted,0.52164,immature,0.341102,warning:possible_blur,pending_human_review,,low_confidence
val_0110_dd3cc2e9,immature,skin_damaged,0.533895,immature,0.337227,ok,pending_human_review,,low_confidence
val_0111_965e1dd6,immature,immature,0.422787,spotted,0.364463,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0112_cf218add,immature,immature,0.529894,skin_damaged,0.214012,ok,pending_human_review,,low_confidence
val_0116_5f4ac152,immature,immature,0.574791,spotted,0.207752,warning:possible_blur,pending_human_review,,low_confidence
val_0119_918fbcbc,immature,immature,0.565024,intact,0.151107,warning:possible_blur,pending_human_review,,low_confidence
val_0121_b97045f3,immature,immature,0.506701,spotted,0.297823,warning:possible_blur;multiple_candidate_components,pending_human_review,,low_confidence
val_0122_4a990d39,immature,immature,0.437717,skin_damaged,0.25787,warning:possible_blur,pending_human_review,,low_confidence
val_0124_6b8638f5,immature,immature,0.536903,spotted,0.290942,ok,pending_human_review,,low_confidence
val_0126_6d6c18e8,immature,immature,0.551292,spotted,0.298592,ok,pending_human_review,,low_confidence
val_0127_51212b2c,immature,immature,0.519598,broken,0.191542,ok,pending_human_review,,low_confidence
val_0128_5425738b,immature,immature,0.373467,skin_damaged,0.275518,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0129_83dbe6e6,immature,immature,0.541027,spotted,0.370512,ok,pending_human_review,,low_confidence
val_0130_778aac37,immature,skin_damaged,0.59005,immature,0.245663,warning:possible_blur;multiple_candidate_components,pending_human_review,,low_confidence
val_0131_6400994d,immature,immature,0.502048,intact,0.332392,ok,pending_human_review,,low_confidence
val_0132_41fe778d,immature,spotted,0.471548,immature,0.436143,warning:possible_blur,pending_human_review,,low_confidence;low_top1_top2_margin
val_0133_efe311e5,immature,immature,0.582166,skin_damaged,0.242912,ok,pending_human_review,,low_confidence
val_0139_83bd82aa,immature,immature,0.487122,spotted,0.261105,ok,pending_human_review,,low_confidence
val_0141_d0fc0555,immature,immature,0.535012,spotted,0.284145,ok,pending_human_review,,low_confidence
val_0142_a73cddda,immature,immature,0.423791,intact,0.25288,warning:possible_blur,pending_human_review,,low_confidence
val_0146_9db978d1,immature,immature,0.534534,spotted,0.177592,warning:possible_blur,pending_human_review,,low_confidence
val_0149_e6025539,immature,immature,0.524606,spotted,0.305937,ok,pending_human_review,,low_confidence
val_0152_dc66d844,immature,immature,0.507258,spotted,0.260532,ok,pending_human_review,,low_confidence
val_0153_ece54daa,immature,skin_damaged,0.329459,immature,0.278781,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0155_7a5882de,immature,immature,0.585275,spotted,0.17125,warning:possible_blur,pending_human_review,,low_confidence
val_0159_d5805784,immature,spotted,0.558855,immature,0.251611,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0161_f5857843,immature,immature,0.576322,spotted,0.174658,warning:possible_blur,pending_human_review,,low_confidence
val_0164_b96eb842,immature,spotted,0.437704,immature,0.418352,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0165_7f660e4a,immature,immature,0.314371,intact,0.291248,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0168_6c85e8c4,immature,immature,0.464993,intact,0.301047,ok,pending_human_review,,low_confidence
val_0169_8ce188a7,immature,immature,0.392659,skin_damaged,0.225868,ok,pending_human_review,,low_confidence
val_0171_8d36caa9,immature,immature,0.452944,spotted,0.229346,ok,pending_human_review,,low_confidence
val_0173_298a8116,immature,immature,0.477929,spotted,0.303863,ok,pending_human_review,,low_confidence
val_0174_2ab4d79f,immature,immature,0.595426,skin_damaged,0.275987,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0175_8484c78b,immature,immature,0.555311,spotted,0.295795,ok,pending_human_review,,low_confidence
val_0178_25f2d910,immature,immature,0.354343,spotted,0.259053,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0180_cc08ea86,immature,immature,0.447611,spotted,0.25944,warning:possible_blur,pending_human_review,,low_confidence
val_0183_011fe2cc,immature,immature,0.456467,intact,0.422734,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0186_52f26309,immature,immature,0.595546,spotted,0.252464,warning:possible_blur,pending_human_review,,low_confidence
val_0187_cf699f9c,immature,immature,0.544563,spotted,0.304969,ok,pending_human_review,,low_confidence
val_0190_7e69b5c1,immature,immature,0.408098,spotted,0.383398,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0193_38fb27ef,immature,immature,0.421524,skin_damaged,0.416025,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0200_263bffbb,immature,spotted,0.4581,immature,0.426168,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0201_17af466d,immature,skin_damaged,0.462586,immature,0.401775,warning:possible_blur;multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0203_378458a6,immature,immature,0.377523,spotted,0.265699,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0205_4d41e5bf,immature,immature,0.525726,spotted,0.278823,ok,pending_human_review,,low_confidence
val_0207_a289ceea,immature,immature,0.380909,spotted,0.228102,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0210_e9000d59,immature,immature,0.560407,skin_damaged,0.144967,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0211_97a9a6f6,immature,immature,0.486857,spotted,0.193668,ok,pending_human_review,,low_confidence
val_0212_435feb9c,immature,spotted,0.525526,immature,0.368648,ok,pending_human_review,,low_confidence
val_0213_a6603780,intact,immature,0.668057,spotted,0.158926,ok,pending_human_review,,true_intact_predicted_other
val_0214_ac826b3b,intact,immature,0.28091,broken,0.215832,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0215_dc7abd8b,intact,intact,0.599256,immature,0.238717,ok,pending_human_review,,low_confidence
val_0216_6447ef5b,intact,immature,0.444351,intact,0.318458,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0217_d9607912,intact,immature,0.286355,skin_damaged,0.251033,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0218_944d9f9e,intact,immature,0.538535,spotted,0.336258,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0219_8c67581c,intact,spotted,0.462984,intact,0.203125,warning:possible_blur,pending_human_review,,true_intact_predicted_other;low_confidence
val_0220_5aa0c406,intact,immature,0.422074,spotted,0.223128,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0221_74b6ec04,intact,intact,0.409295,immature,0.300201,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0222_bf0d198e,intact,skin_damaged,0.417501,spotted,0.211331,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0223_8b400e77,intact,immature,0.470869,intact,0.222877,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0224_1dc874e6,intact,skin_damaged,0.713005,immature,0.091806,ok,pending_human_review,,true_intact_predicted_other
val_0225_0791b295,intact,spotted,0.348799,immature,0.230815,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0226_67637e91,intact,immature,0.419017,spotted,0.360419,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0227_7d44d58e,intact,immature,0.392472,intact,0.241587,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0228_2630248a,intact,skin_damaged,0.368626,broken,0.205759,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence
val_0229_2cb3056b,intact,immature,0.409997,intact,0.24641,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0230_540936ba,intact,immature,0.310589,spotted,0.268694,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0231_943c07d2,intact,spotted,0.377292,intact,0.252572,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0232_eb429d98,intact,intact,0.464697,immature,0.390122,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0233_f05a5fa1,intact,immature,0.517513,spotted,0.173302,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0234_4ee31bbe,intact,immature,0.401465,intact,0.269129,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0235_820d737c,intact,immature,0.361857,intact,0.299655,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0236_0a343646,intact,immature,0.593666,spotted,0.140619,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0237_2ea7d009,intact,immature,0.79606,skin_damaged,0.097853,ok,pending_human_review,,true_intact_predicted_other
val_0238_c052fda0,intact,intact,0.553093,immature,0.303716,ok,pending_human_review,,low_confidence
val_0239_8b6c6ebd,intact,immature,0.422783,intact,0.255456,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0240_479e5f66,intact,skin_damaged,0.248673,spotted,0.228123,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0241_2c470303,intact,immature,0.473654,intact,0.349765,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0242_627a4d4c,intact,intact,0.331784,spotted,0.272482,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0243_9dedc22e,intact,intact,0.401255,immature,0.212483,ok,pending_human_review,,low_confidence
val_0244_190b43b4,intact,intact,0.405282,spotted,0.183798,ok,pending_human_review,,low_confidence
val_0245_2a3b910f,intact,immature,0.311936,skin_damaged,0.297263,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0246_ad753759,intact,spotted,0.492516,immature,0.396027,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0247_3685e640,intact,intact,0.287232,broken,0.246148,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0248_6c21d9c4,intact,skin_damaged,0.439327,immature,0.235079,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0249_f623c249,intact,immature,0.448109,intact,0.289617,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0250_9a29a858,intact,intact,0.424969,spotted,0.250309,ok,pending_human_review,,low_confidence
val_0251_30ac264d,intact,intact,0.577196,immature,0.223181,ok,pending_human_review,,low_confidence
val_0252_bec4b514,intact,skin_damaged,0.638155,immature,0.217191,ok,pending_human_review,,true_intact_predicted_other
val_0253_705a187d,intact,immature,0.64505,spotted,0.169374,ok,pending_human_review,,true_intact_predicted_other
val_0254_1ae6be59,intact,immature,0.407711,intact,0.233822,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0255_83751c3e,intact,immature,0.331619,spotted,0.254278,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0256_941c1568,intact,immature,0.646993,intact,0.239534,ok,pending_human_review,,true_intact_predicted_other
val_0257_dbc8c055,intact,immature,0.46061,spotted,0.25764,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0258_e6955be4,intact,immature,0.37587,intact,0.258456,warning:possible_blur,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0259_4bced223,intact,immature,0.494412,intact,0.225165,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0260_ae6f591e,intact,immature,0.427237,intact,0.323505,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0261_a0680bbf,intact,immature,0.503559,spotted,0.181049,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0262_92e3d223,intact,spotted,0.301542,intact,0.300378,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0263_785d02f1,intact,immature,0.491372,intact,0.265946,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0265_f832c398,intact,immature,0.378498,spotted,0.291009,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0266_bd610647,intact,intact,0.276832,immature,0.276716,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0267_ecbabc9d,intact,skin_damaged,0.405022,spotted,0.216022,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence
val_0268_9d0c8793,intact,immature,0.447915,intact,0.355667,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0269_b88be7fc,intact,spotted,0.337841,immature,0.247715,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0270_df3e6ffc,intact,intact,0.467128,immature,0.391874,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0271_4a79046b,intact,intact,0.525105,spotted,0.221498,ok,pending_human_review,,low_confidence
val_0272_b348f2ff,intact,immature,0.521376,skin_damaged,0.221752,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0273_bf3d94a1,intact,spotted,0.609509,immature,0.224193,ok,pending_human_review,,true_intact_predicted_other
val_0274_69fd5482,intact,immature,0.535732,spotted,0.280793,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0275_516222a1,intact,immature,0.45912,skin_damaged,0.37329,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0276_5c76ad8e,intact,skin_damaged,0.321172,spotted,0.262501,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0277_f7a4cf6c,intact,immature,0.489783,spotted,0.1878,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0278_eb867c74,intact,intact,0.411765,immature,0.219306,ok,pending_human_review,,low_confidence
val_0279_07dddbc7,intact,immature,0.505268,intact,0.315101,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0280_36ebdf8a,intact,immature,0.368477,broken,0.311529,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0281_8239c853,intact,immature,0.54571,spotted,0.265321,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence
val_0282_9e9e4591,intact,immature,0.378148,spotted,0.285291,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0283_ca981e11,intact,immature,0.631639,spotted,0.179288,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other
val_0284_2e3dca69,intact,spotted,0.334105,immature,0.234103,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0285_9acb41f2,intact,skin_damaged,0.505179,immature,0.183409,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0286_1bc69e86,intact,immature,0.530244,intact,0.249191,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0287_73e6b713,intact,intact,0.474373,immature,0.330232,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0288_146db491,intact,intact,0.299603,spotted,0.263361,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0289_167b46cd,intact,intact,0.283779,spotted,0.265873,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0290_81ca7fde,intact,immature,0.51662,spotted,0.310034,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0291_4cee60b2,intact,intact,0.423858,immature,0.364274,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0292_42560d14,intact,spotted,0.413211,immature,0.201477,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0293_3e982d54,intact,skin_damaged,0.666054,spotted,0.233566,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other
val_0294_03c9b60e,intact,spotted,0.249637,immature,0.229196,warning:multiple_candidate_components,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0295_8313dfb5,intact,intact,0.583488,immature,0.231164,ok,pending_human_review,,low_confidence
val_0296_6fc45bc8,intact,skin_damaged,0.389644,immature,0.35187,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0297_c454a4f1,intact,immature,0.504319,intact,0.343451,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0298_a2830b53,intact,immature,0.415862,intact,0.267227,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0299_163aa2ae,intact,skin_damaged,0.401608,immature,0.2761,ok,pending_human_review,,true_intact_predicted_other;low_confidence;low_top1_top2_margin
val_0300_d588706a,intact,immature,0.580383,skin_damaged,0.253642,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0301_7685a84f,intact,immature,0.437102,spotted,0.23351,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0302_ac5b930c,intact,intact,0.420563,immature,0.289977,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0303_7b019349,intact,skin_damaged,0.473526,immature,0.240279,ok,pending_human_review,,true_intact_predicted_other;low_confidence
val_0309_50a14a54,skin_damaged,skin_damaged,0.337608,spotted,0.308071,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0310_246258c8,skin_damaged,skin_damaged,0.4208,spotted,0.233533,ok,pending_human_review,,low_confidence
val_0313_7f4db815,skin_damaged,immature,0.364121,skin_damaged,0.248948,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0314_bf22fca8,skin_damaged,skin_damaged,0.406382,immature,0.362605,ok,pending_human_review,,low_confidence;low_top1_top2_margin
